identifier,basis_of_record,occurrence_ID,other_identifier,MS_identifier,title,contributor,recordedBy,date,display_date,start_date,description,spatial,locality,location,decimalLatitude,decimalLongitude,repository,license,rights_holder,recordId,references,georeferencedBy,identifiedBy,type,format,visibility
VTEC000004915,PreservedSpecimen,Occurrence ID: acb88028-629c-45f2-b6e2-c1bfd58ff3b3,Occurrence ID: acb88028-629c-45f2-b6e2-c1bfd58ff3b3||Record ID: acb88028-629c-45f2-b6e2-c1bfd58ff3b3,615262,Cercyonis,B. Kondratieff (recorded by)||M. E. Hellier (georeferenced by),B. Kondratieff (recorded by),1975-08-06,1975-08-06,1975/08/06,lifeStage: Adult||preparations: pinned specimen,"""Grundy, Tennessee, United States""",,35.388789 || -85.723766,35.388789,-85.723766,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,acb88028-629c-45f2-b6e2-c1bfd58ff3b3,https://ecdysis.org/collections/individual/index.php?occid=1730501,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004916,PreservedSpecimen,Occurrence ID: dfe9f0b5-512e-4115-9869-406566e8781d,Occurrence ID: dfe9f0b5-512e-4115-9869-406566e8781d||Record ID: dfe9f0b5-512e-4115-9869-406566e8781d,615264,"Euclea delphinii (Boisduval, 1832)",C. A. Hopkins (recorded by)||M. E. Hellier (georeferenced by),C. A. Hopkins (recorded by),1977-06-09,1977-06-09,1977/06/09,lifeStage: Adult||preparations: pinned specimen,"""Nelson, Virginia, United States""",,37.785723 || -78.889582,37.785723,-78.889582,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,dfe9f0b5-512e-4115-9869-406566e8781d,https://ecdysis.org/collections/individual/index.php?occid=1730502,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004917,PreservedSpecimen,Occurrence ID: ea0ce92d-f24a-4218-877f-d90191b5e94c,Occurrence ID: ea0ce92d-f24a-4218-877f-d90191b5e94c||Record ID: ea0ce92d-f24a-4218-877f-d90191b5e94c,615266,"Parasa chloris (Herrich-Schäffer, 1854)",B. Kondratieff (recorded by)||M. E. Hellier (georeferenced by)||B. Kondratieff (identified by),B. Kondratieff (recorded by),1975-08-02,1975-08-02,1975/08/02,lifeStage: Adult||preparations: pinned specimen,"""Dekalb, Tennessee, United States""",Tech Aqua Bio. Stn.,35.977897 || -85.830544,35.977897,-85.830544,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,ea0ce92d-f24a-4218-877f-d90191b5e94c,https://ecdysis.org/collections/individual/index.php?occid=1730503,M. E. Hellier (georeferenced by),B. Kondratieff (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004918,PreservedSpecimen,Occurrence ID: 45649ac8-9bc4-4980-9bed-e50c20ce10a3,Occurrence ID: 45649ac8-9bc4-4980-9bed-e50c20ce10a3||Record ID: 45649ac8-9bc4-4980-9bed-e50c20ce10a3,615267,Megalopyge crispata (Packard),C. A. Hopkins (recorded by)||M. E. Hellier (georeferenced by),C. A. Hopkins (recorded by),1977-05-30,1977-05-30,1977/05/30,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",,37.167794 || -80.39566,37.167794,-80.39566,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,45649ac8-9bc4-4980-9bed-e50c20ce10a3,https://ecdysis.org/collections/individual/index.php?occid=1730504,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004920,PreservedSpecimen,Occurrence ID: d43cfc41-09ed-4ad0-980f-65b3ae281589,Occurrence ID: d43cfc41-09ed-4ad0-980f-65b3ae281589||Record ID: d43cfc41-09ed-4ad0-980f-65b3ae281589,615268,Thyris sepulchralis (Guerin-Meneville 1832),L. M. Los (recorded by)||M. E. Hellier (georeferenced by),L. M. Los (recorded by),1981-05-24,1981-05-24,1981/05/24,habitat: On vegetation||lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Near Pandapas Pond,37.281354 || -80.467988,37.281354,-80.467988,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,d43cfc41-09ed-4ad0-980f-65b3ae281589,https://ecdysis.org/collections/individual/index.php?occid=1730506,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004921,PreservedSpecimen,Occurrence ID: f711765c-e60c-4752-84cf-ff4a36ff694e,Occurrence ID: f711765c-e60c-4752-84cf-ff4a36ff694e||Record ID: f711765c-e60c-4752-84cf-ff4a36ff694e,615269,Desmia,M. Parrella (recorded by)||M. E. Hellier (georeferenced by),M. Parrella (recorded by),1976-04-20,1976-04-20,1976/04/20,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""","Prices Fork, Q Lab",37.20985 || -80.490054,37.20985,-80.490054,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,f711765c-e60c-4752-84cf-ff4a36ff694e,https://ecdysis.org/collections/individual/index.php?occid=1730507,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004922,PreservedSpecimen,Occurrence ID: e5edfee0-e051-468f-b433-c0fcb94d4bfb,Occurrence ID: e5edfee0-e051-468f-b433-c0fcb94d4bfb||Record ID: e5edfee0-e051-468f-b433-c0fcb94d4bfb,615271,Diaphania nitidalis (Stoll),Fairservice (recorded by)||M. E. Hellier (georeferenced by),Fairservice (recorded by),1978-06-05,1978-06-05,1978/06/05,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Christiansburg,37.131221 || -80.397953,37.131221,-80.397953,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,e5edfee0-e051-468f-b433-c0fcb94d4bfb,https://ecdysis.org/collections/individual/index.php?occid=1730508,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004923,PreservedSpecimen,Occurrence ID: b839dca3-b166-41a9-a806-fcf455457187,Occurrence ID: b839dca3-b166-41a9-a806-fcf455457187||Record ID: b839dca3-b166-41a9-a806-fcf455457187,615272,Oreta rosea,A. F. Beck (recorded by)||M. E. Hellier (georeferenced by)||A. F. Beck (identified by),A. F. Beck (recorded by),1978-05-31,1978-05-31,1978/05/31,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Blacksburg,37.229573 || -80.413939,37.229573,-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,b839dca3-b166-41a9-a806-fcf455457187,https://ecdysis.org/collections/individual/index.php?occid=1730509,M. E. Hellier (georeferenced by),A. F. Beck (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004924,PreservedSpecimen,Occurrence ID: 61bc53e6-ee9d-47d6-ba7a-f96ddf658160,Occurrence ID: 61bc53e6-ee9d-47d6-ba7a-f96ddf658160||Record ID: 61bc53e6-ee9d-47d6-ba7a-f96ddf658160,615273,Mellilla xanthometata (Walker),C. V. Covell Jr. (recorded by)||M. E. Hellier (georeferenced by)||C. V. Covell (identified by),C. V. Covell Jr. (recorded by),1977-05-26,1977-05-26,1977/05/26,lifeStage: Adult||preparations: pinned specimen,"""Oldham, Kentucky, United States""",Horner Bird Sanctuary,38.344708 || -85.528845,38.344708,-85.528845,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,61bc53e6-ee9d-47d6-ba7a-f96ddf658160,https://ecdysis.org/collections/individual/index.php?occid=1730510,M. E. Hellier (georeferenced by),C. V. Covell (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004926,PreservedSpecimen,Occurrence ID: 307f68fb-4983-4bc0-8bb9-20362e7e0884,Occurrence ID: 307f68fb-4983-4bc0-8bb9-20362e7e0884||Record ID: 307f68fb-4983-4bc0-8bb9-20362e7e0884,615274,Nemoria,P. A. Gati (recorded by)||M. E. Hellier (georeferenced by)||Covell (identified by),P. A. Gati (recorded by),1967-04-03,1967-04-03,1967/04/03,lifeStage: Adult||preparations: pinned specimen,"""Suffolk, Virginia, United States""",Nansemond Co.,36.733483 || -76.612174,36.733483,-76.612174,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,307f68fb-4983-4bc0-8bb9-20362e7e0884,https://ecdysis.org/collections/individual/index.php?occid=1730512,M. E. Hellier (georeferenced by),Covell (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004929,PreservedSpecimen,Occurrence ID: 0f15c5e0-32cf-4a97-bfed-d454c57b3126,Occurrence ID: 0f15c5e0-32cf-4a97-bfed-d454c57b3126||Record ID: 0f15c5e0-32cf-4a97-bfed-d454c57b3126,615275,"Hermetia (Latreille, 1804)",B. Kondratieff (recorded by)||M. E. Hellier (georeferenced by)||B. Kondratieff (identified by),B. Kondratieff (recorded by),1976-08-17,1976-08-17,1976/08/17,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",,37.159039 || -80.401153,37.159039,-80.401153,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,0f15c5e0-32cf-4a97-bfed-d454c57b3126,https://ecdysis.org/collections/individual/index.php?occid=1730515,M. E. Hellier (georeferenced by),B. Kondratieff (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004932,PreservedSpecimen,Occurrence ID: 05eb2d46-47da-43ad-b6bc-ee8db5249c5e,Occurrence ID: 05eb2d46-47da-43ad-b6bc-ee8db5249c5e||Record ID: 05eb2d46-47da-43ad-b6bc-ee8db5249c5e,615276,Automeris io (Fabricius),S. W. Bullington (recorded by)||M. E. Hellier (georeferenced by),S. W. Bullington (recorded by),1975-06-14,1975-06-14,1975/06/14,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""","Rte 624, Brush Mt.",37.299008 || -80.340057,37.299008,-80.340057,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,05eb2d46-47da-43ad-b6bc-ee8db5249c5e,https://ecdysis.org/collections/individual/index.php?occid=1730518,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004833,PreservedSpecimen,Occurrence ID: 5553d128-e845-40ee-aeff-cdc32ddc5e44,Occurrence ID: 5553d128-e845-40ee-aeff-cdc32ddc5e44||Record ID: 5553d128-e845-40ee-aeff-cdc32ddc5e44,621360,Scolia dubia (Say),G. B. Straley (recorded by)||M. E. Hellier (georeferenced by),G. B. Straley (recorded by),1970-08-17,1970-08-17,1970/08/17,lifeStage: Adult||preparations: pinned specimen,"""New Kent, Virginia, United States""",S. of Lanexa,37.408792 || -76.899657,37.408792,-76.899657,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,5553d128-e845-40ee-aeff-cdc32ddc5e44,https://ecdysis.org/collections/individual/index.php?occid=1730405,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004834,PreservedSpecimen,Occurrence ID: e8f1f5b8-9e72-4b72-90e7-480d2db19a2a,Occurrence ID: e8f1f5b8-9e72-4b72-90e7-480d2db19a2a||Record ID: e8f1f5b8-9e72-4b72-90e7-480d2db19a2a,621361,Scolia dubia (Say),D. Rowe (recorded by)||M. E. Hellier (georeferenced by),D. Rowe (recorded by),1978-08-26,1978-08-26,1978/08/26,habitat: Lawn||lifeStage: Adult||preparations: pinned specimen,"""Wyoming, West Virginia, United States""",Oceana,37.692327 || -81.632924,37.692327,-81.632924,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,e8f1f5b8-9e72-4b72-90e7-480d2db19a2a,https://ecdysis.org/collections/individual/index.php?occid=1730420,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004839,PreservedSpecimen,Occurrence ID: 08c5933b-e4b3-4865-9184-283f4ef6ab47,Occurrence ID: 08c5933b-e4b3-4865-9184-283f4ef6ab47||Record ID: 08c5933b-e4b3-4865-9184-283f4ef6ab47,621362,"Chauliognathus pensylvanicus (DeGeer, 1773))",C. R. Parker (recorded by)||M. E. Hellier (georeferenced by)||C. R. Parker (identified by),C. R. Parker (recorded by),1976-08-23,1976-08-23,1976/08/23,habitat: Field||lifeStage: Adult||preparations: pinned specimen,"""Carroll, Virginia, United States""","New River, Fries Bridge",36.713477 || -80.960924,36.713477,-80.960924,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,08c5933b-e4b3-4865-9184-283f4ef6ab47,https://ecdysis.org/collections/individual/index.php?occid=1730425,M. E. Hellier (georeferenced by),C. R. Parker (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004840,PreservedSpecimen,Occurrence ID: 87486c24-f865-4732-8405-3f37c7e0427f,Occurrence ID: 87486c24-f865-4732-8405-3f37c7e0427f||Record ID: 87486c24-f865-4732-8405-3f37c7e0427f,621363,Enoclerus ichneumoneus,A. M. Woodside (recorded by)||M. E. Hellier (georeferenced by),A. M. Woodside (recorded by),1945-06-22,1945-06-22,1945/06/22,habitat: on peach||lifeStage: Adult||preparations: pinned specimen,"""Albemarle, Virginia, United States""",Crozet,38.069582 || -78.700575,38.069582,-78.700575,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,87486c24-f865-4732-8405-3f37c7e0427f,https://ecdysis.org/collections/individual/index.php?occid=1730426,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004846,PreservedSpecimen,Occurrence ID: 8aa43ef5-e346-4ec8-a376-8efb961896c9,Occurrence ID: 8aa43ef5-e346-4ec8-a376-8efb961896c9||Record ID: 8aa43ef5-e346-4ec8-a376-8efb961896c9,621364,Meloe angusticollis,K. F. Lannon (recorded by)||M. E. Hellier (georeferenced by),K. F. Lannon (recorded by),1975-09-01,1975-09-01,1975/09/01,habitat: Tall grass||lifeStage: Adult||preparations: pinned specimen,"""Allegany, Maryland, United States""","Midland, Dans Rock Road",39.587365 || -78.919132,39.587365,-78.919132,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,8aa43ef5-e346-4ec8-a376-8efb961896c9,https://ecdysis.org/collections/individual/index.php?occid=1730432,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004852,PreservedSpecimen,Occurrence ID: e0c23ff2-8c9e-4de3-822c-22805908f97f,Occurrence ID: e0c23ff2-8c9e-4de3-822c-22805908f97f||Record ID: e0c23ff2-8c9e-4de3-822c-22805908f97f,621365,Brachysomida bivittata,Fairservice (recorded by)||M. E. Hellier (georeferenced by),Fairservice (recorded by),1979-05-21,1979-05-21,1979/05/21,habitat: on raspberry bush||lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Christiansburg,37.129852 || -80.397266,37.129852,-80.397266,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,e0c23ff2-8c9e-4de3-822c-22805908f97f,https://ecdysis.org/collections/individual/index.php?occid=1730438,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004855,PreservedSpecimen,Occurrence ID: 464fd468-6b48-4d72-91c2-7c43c250717a,Occurrence ID: 464fd468-6b48-4d72-91c2-7c43c250717a||Record ID: 464fd468-6b48-4d72-91c2-7c43c250717a,621366,Typocerus velutinus,S. W. Bullington (recorded by)||M. E. Hellier (georeferenced by),S. W. Bullington (recorded by),1975-07-07,1975-07-07,1975/07/07,habitat: On Viburnum flowers along shore||lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Pandapas Pond,37.281354 || -80.467988,37.281354,-80.467988,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,464fd468-6b48-4d72-91c2-7c43c250717a,https://ecdysis.org/collections/individual/index.php?occid=1730441,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004863,PreservedSpecimen,Occurrence ID: d35d8673-ba33-4b00-a0f0-06527c85ee63,Occurrence ID: d35d8673-ba33-4b00-a0f0-06527c85ee63||Record ID: d35d8673-ba33-4b00-a0f0-06527c85ee63,621367,Brachyleptura circumdata,Kondratieff (recorded by)||M. E. Hellier (georeferenced by),Kondratieff (recorded by),1982-04-28,1982-04-28,1982/04/28,lifeStage: Adult||preparations: pinned specimen,"""Brunswick, Virginia, United States""",,36.774204 || -77.86236,36.774204,-77.86236,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,d35d8673-ba33-4b00-a0f0-06527c85ee63,https://ecdysis.org/collections/individual/index.php?occid=1730449,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004868,PreservedSpecimen,Occurrence ID: cf9ed330-7e78-4f55-b51f-b744ad995b5e,Occurrence ID: cf9ed330-7e78-4f55-b51f-b744ad995b5e||Record ID: cf9ed330-7e78-4f55-b51f-b744ad995b5e,621368,Encyclops caerulea (Say),A. F. Beck (recorded by)||Robert H. Perry (identified by),A. F. Beck (recorded by),1979-06-07,1979-06-07,1979/06/07,lifeStage: Adult||preparations: pinned specimen,"""Giles, Virginia, United States""",Mountain Lake,37.360367 || -80.534504,37.360367,-80.534504,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,cf9ed330-7e78-4f55-b51f-b744ad995b5e,https://ecdysis.org/collections/individual/index.php?occid=1730454,,Robert H. Perry (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004869,PreservedSpecimen,Occurrence ID: 77fa5b60-cd6d-4212-87b8-5728159a54ca,Occurrence ID: 77fa5b60-cd6d-4212-87b8-5728159a54ca||Record ID: 77fa5b60-cd6d-4212-87b8-5728159a54ca,621369,Gaurotes cyanipennis (Say),P. K. Powell (recorded by)||M. E. Hellier (georeferenced by)||Robert H. Perry (identified by),P. K. Powell (recorded by),1977-07-10,1977-07-10,1977/07/10,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""","Poverty Hollow, Rt. 78",37.251352 || -80.52949,37.251352,-80.52949,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,77fa5b60-cd6d-4212-87b8-5728159a54ca,https://ecdysis.org/collections/individual/index.php?occid=1730455,M. E. Hellier (georeferenced by),Robert H. Perry (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004877,PreservedSpecimen,Occurrence ID: 077c6302-155f-401b-8cf9-ce6d7d1ac10e,Occurrence ID: 077c6302-155f-401b-8cf9-ce6d7d1ac10e||Record ID: 077c6302-155f-401b-8cf9-ce6d7d1ac10e,621370,"Batyle suturalis (Say, 1823)",Barry Lee Bressler (recorded by)||M. E. Hellier (georeferenced by)||G. Schiermeyer (identified by),Barry Lee Bressler (recorded by),1981-07-13,1981-07-13,1981/07/13,habitat: Daisy||lifeStage: Adult||preparations: pinned specimen,"""Stafford, Virginia, United States""",Ferry Farm,38.293184 || -77.437484,38.293184,-77.437484,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,077c6302-155f-401b-8cf9-ce6d7d1ac10e,https://ecdysis.org/collections/individual/index.php?occid=1730463,M. E. Hellier (georeferenced by),G. Schiermeyer (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004879,PreservedSpecimen,Occurrence ID: c5bc9f5d-cf1d-48d4-a0a1-131bcc9ebf56,Occurrence ID: c5bc9f5d-cf1d-48d4-a0a1-131bcc9ebf56||Record ID: c5bc9f5d-cf1d-48d4-a0a1-131bcc9ebf56,621371,Semanotus ligneus (Fabricius),B. Trent (recorded by)||M. E. Hellier (georeferenced by)||Robert H. Perry (identified by),B. Trent (recorded by),1976-01-12,1976-01-12,1976/01/12,habitat: In house||lifeStage: Adult||preparations: pinned specimen,"""Salem, Virginia, United States""",,37.293468 || -80.054763,37.293468,-80.054763,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,c5bc9f5d-cf1d-48d4-a0a1-131bcc9ebf56,https://ecdysis.org/collections/individual/index.php?occid=1730465,M. E. Hellier (georeferenced by),Robert H. Perry (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004883,PreservedSpecimen,Occurrence ID: b1c9ef69-1ee1-4203-aa3b-4edd3f0bfe2e,Occurrence ID: b1c9ef69-1ee1-4203-aa3b-4edd3f0bfe2e||Record ID: b1c9ef69-1ee1-4203-aa3b-4edd3f0bfe2e,621372,Neoclytus scutellaris (Olivier),G. Bakowski (recorded by)||M. E. Hellier (georeferenced by)||Robert H. Perry (identified by),G. Bakowski (recorded by),1964-08-02,1964-08-02,1964/08/02,lifeStage: Adult||preparations: pinned specimen,"""Frederick, Virginia, United States""",Winchester,39.18566 || -78.163334,39.18566,-78.163334,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,b1c9ef69-1ee1-4203-aa3b-4edd3f0bfe2e,https://ecdysis.org/collections/individual/index.php?occid=1730469,M. E. Hellier (georeferenced by),Robert H. Perry (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004899,PreservedSpecimen,Occurrence ID: c89fa4f3-385e-40f8-ac33-455dee1dbc9c,Occurrence ID: c89fa4f3-385e-40f8-ac33-455dee1dbc9c||Record ID: c89fa4f3-385e-40f8-ac33-455dee1dbc9c,621373,"Abaeis nicippe (Cramer, 1779)",M. E. Hellier (georeferenced by),,1945-08-02,1945-08-02,1945/08/02,lifeStage: Adult||preparations: pinned specimen,"""Giles, Virginia, United States""",Mountain Lake,37.355403 || -80.537838,37.355403,-80.537838,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,c89fa4f3-385e-40f8-ac33-455dee1dbc9c,https://ecdysis.org/collections/individual/index.php?occid=1730485,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004905,PreservedSpecimen,Occurrence ID: 95d687b0-fecf-4c35-9666-003de0680bef,Occurrence ID: 95d687b0-fecf-4c35-9666-003de0680bef||Record ID: 95d687b0-fecf-4c35-9666-003de0680bef,621374,"Speyeria diana (Cramer, 1777)",Poverty (recorded by),Poverty (recorded by),2012-07-26,2012-07-26,2012/07/26,lifeStage: Adult||sex: Male||preparations: pinned specimen,,,0 || 0,0,0,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,95d687b0-fecf-4c35-9666-003de0680bef,https://ecdysis.org/collections/individual/index.php?occid=1730491,,,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004906,PreservedSpecimen,Occurrence ID: 565cbc5e-1449-484c-9841-d5d6689ad2bc,Occurrence ID: 565cbc5e-1449-484c-9841-d5d6689ad2bc||Record ID: 565cbc5e-1449-484c-9841-d5d6689ad2bc,621375,"Limenitis archippus (Cramer, 1775)",G. B. Straley (recorded by)||M. E. Hellier (georeferenced by),G. B. Straley (recorded by),1975-08-23,1975-08-23,1975/08/23,lifeStage: Adult||preparations: pinned specimen,"""Virginia Beach, Virginia, United States""",Flanagan's Lane,36.735801 || -75.997458,36.735801,-75.997458,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,565cbc5e-1449-484c-9841-d5d6689ad2bc,https://ecdysis.org/collections/individual/index.php?occid=1730492,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004908,PreservedSpecimen,Occurrence ID: 946df31d-de1e-40ea-9829-3591c95345ca,Occurrence ID: 946df31d-de1e-40ea-9829-3591c95345ca||Record ID: 946df31d-de1e-40ea-9829-3591c95345ca,621376,"Nymphalis antiopa (Linnaeus, 1758)",M. E. Hellier (georeferenced by)||Fairservice (identified by),,1972-04-11,1972-04-11,1972/04/11,lifeStage: Adult||preparations: pinned specimen,"""Berkshire, Massachusetts, United States""",Williamstown,42.709755 || -73.201143,42.709755,-73.201143,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,946df31d-de1e-40ea-9829-3591c95345ca,https://ecdysis.org/collections/individual/index.php?occid=1730494,M. E. Hellier (georeferenced by),Fairservice (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004912,PreservedSpecimen,Occurrence ID: 4d8fff12-c0ee-4703-a0a0-5888bb267e50,Occurrence ID: 4d8fff12-c0ee-4703-a0a0-5888bb267e50||Record ID: 4d8fff12-c0ee-4703-a0a0-5888bb267e50,621377,"Erebia epipsodea (Butler, 1868)",R. G. C. (recorded by),R. G. C. (recorded by),1960-06-14,1960-06-14,1960/06/14,lifeStage: Adult||preparations: pinned specimen,"""Clear Creek, Colorado, United States""","near Echo Lake, Mt. Evans",39.658111 || -105.603336,39.658111,-105.603336,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,4d8fff12-c0ee-4703-a0a0-5888bb267e50,https://ecdysis.org/collections/individual/index.php?occid=1730498,,,three dimensional object||still image,model/x3d || image/tiff,TRUE
