identifier,basis_of_record,occurrence_ID,other_identifier,MS_identifier,title,contributor,recordedBy,date,display_date,start_date,description,spatial,locality,location,decimalLatitude,decimalLongitude,repository,license,rights_holder,recordId,references,georeferencedBy,identifiedBy,type,format,visibility
VTEC000006501,PreservedSpecimen,Occurrence ID: 95c8936a-a007-45cc-b006-ad9ca54874f7,Occurrence ID: 95c8936a-a007-45cc-b006-ad9ca54874f7||Record ID: 29c4d667-40ec-4687-a821-5c4122a9498f,624859,Jemadia menechmus,,,,,,lifeStage: Adult||preparations: pinned specimen,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,29c4d667-40ec-4687-a821-5c4122a9498f,https://ecdysis.org/collections/individual/index.php?occid=1731412,,,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000007863,PreservedSpecimen,Occurrence ID: cf7cbdb6-bd3c-4809-88cf-7ae6009658d4,Occurrence ID: cf7cbdb6-bd3c-4809-88cf-7ae6009658d4||Record ID: 70aa69af-0c83-4063-88f9-3a95bc0848b2,633646,Perisama bonplandii (Guerin-Meneville 1844),Guer. (recorded by)||G.T. Harrison (georeferenced by)||G.T. Harrison (georeferenced by),Guer. (recorded by)||G.T. Harrison (georeferenced by),,,,lifeStage: Adult||preparations: pinned specimen,"""Columbia""",Bogota,4.655266 || -74.051497,4.655266,-74.051497,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,70aa69af-0c83-4063-88f9-3a95bc0848b2,https://ecdysis.org/collections/individual/index.php?occid=1732817,G.T. Harrison (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000007843,PreservedSpecimen,Occurrence ID: 2b3edee4-7fbb-4710-8f71-46ab2847a805,Occurrence ID: 2b3edee4-7fbb-4710-8f71-46ab2847a805||Record ID: 570cb14b-8643-4428-a3c8-5ad044195538,633644,Argynninae,P. K. Powell (recorded by)||H. P. Dunleavy(georeferenced by)||H. P. Dunleavy (georeferenced by),P. K. Powell (recorded by)||H. P. Dunleavy(georeferenced by),1977-07-03,1977-07-03,1977/07/03,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Poverty Hollow Rt. 708,37.252019 || -80.527152,37.252019,-80.527152,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,570cb14b-8643-4428-a3c8-5ad044195538,https://ecdysis.org/collections/individual/index.php?occid=1732796,H. P. Dunleavy (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000007848,PreservedSpecimen,Occurrence ID: 294f2d5b-e55e-4dbd-b642-ae8da6cc4940,Occurrence ID: 294f2d5b-e55e-4dbd-b642-ae8da6cc4940||Record ID: b5a0059b-0489-43e9-bd93-cf8ff0fb95ee,633645,Limenitidinae,P. K. Powell (recorded by)||H. P. Dunleavy(georeferenced by)||H. P. Dunleavy (georeferenced by),P. K. Powell (recorded by)||H. P. Dunleavy(georeferenced by),1977-06-02,1977-06-02,1977/06/02,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",,37.1667 || -80.3833,37.1667,-80.3833,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,b5a0059b-0489-43e9-bd93-cf8ff0fb95ee,https://ecdysis.org/collections/individual/index.php?occid=1732801,H. P. Dunleavy (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000007691,PreservedSpecimen,Occurrence ID: eee14979-a8ba-4233-a0cc-8268652497a1,Occurrence ID: eee14979-a8ba-4233-a0cc-8268652497a1||Record ID: f9cb6339-7ff1-4422-8708-7eb6abc75d55,627749,Anartia,,,,,,lifeStage: Adult||preparations: pinned specimen,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,f9cb6339-7ff1-4422-8708-7eb6abc75d55,https://ecdysis.org/collections/individual/index.php?occid=1732625,,,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006046,PreservedSpecimen,,,,VTEC000006046,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,three dimensional object,model/x3d,TRUE
VTEC000006056,PreservedSpecimen,,,,VTEC000006056,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006100,PreservedSpecimen,,,,VTEC000006100,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006106,PreservedSpecimen,,,,VTEC000006106,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006121,PreservedSpecimen,,,,VTEC000006121,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006124,PreservedSpecimen,,,,VTEC000006124,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006127,PreservedSpecimen,,,,VTEC000006127,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006128,PreservedSpecimen,,,,VTEC000006128,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006129,PreservedSpecimen,,,,VTEC000006129,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006136,PreservedSpecimen,,,,VTEC000006136,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006137,PreservedSpecimen,,,,VTEC000006137,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006140,PreservedSpecimen,,,,VTEC000006140,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006141,PreservedSpecimen,,,,VTEC000006141,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006123,PreservedSpecimen,,,,VTEC000006123,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006131,PreservedSpecimen,,,,VTEC000006131,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006132,PreservedSpecimen,,,,VTEC000006132,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006142,PreservedSpecimen,,,,VTEC000006142,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006126,PreservedSpecimen,,,,VTEC000006126,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006133,PreservedSpecimen,,,,VTEC000006133,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006062,PreservedSpecimen,,,,VTEC000006062,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006063,PreservedSpecimen,,,,VTEC000006063,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006067,PreservedSpecimen,,,,VTEC000006067,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006068,PreservedSpecimen,,,,VTEC000006068,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006080,PreservedSpecimen,,,,VTEC000006080,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006084,PreservedSpecimen,,,,VTEC000006084,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006085,PreservedSpecimen,,,,VTEC000006085,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006090,PreservedSpecimen,,,,VTEC000006090,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006092,PreservedSpecimen,,,,VTEC000006092,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006096,PreservedSpecimen,,,,VTEC000006096,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006097,PreservedSpecimen,,,,VTEC000006097,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006099,PreservedSpecimen,,,,VTEC000006099,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006102,PreservedSpecimen,,,,VTEC000006102,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006103,PreservedSpecimen,,,,VTEC000006103,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006104,PreservedSpecimen,,,,VTEC000006104,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006105,PreservedSpecimen,,,,VTEC000006105,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006107,PreservedSpecimen,,,,VTEC000006107,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006108,PreservedSpecimen,,,,VTEC000006108,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006109,PreservedSpecimen,,,,VTEC000006109,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006110,PreservedSpecimen,,,,VTEC000006110,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006111,PreservedSpecimen,,,,VTEC000006111,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006112,PreservedSpecimen,,,,VTEC000006112,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006113,PreservedSpecimen,,,,VTEC000006113,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006114,PreservedSpecimen,,,,VTEC000006114,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006115,PreservedSpecimen,,,,VTEC000006115,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006116,PreservedSpecimen,,,,VTEC000006116,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006117,PreservedSpecimen,,,,VTEC000006117,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006118,PreservedSpecimen,,,,VTEC000006118,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006119,PreservedSpecimen,,,,VTEC000006119,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
VTEC000006120,PreservedSpecimen,,,,VTEC000006120,,,,,,,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,,,,,,,
