basis_of_record,other_identifier,identifier,title,contributor,date,display_date,start_date,description,spatial,locality,decimalLatitude,decimalLongitude,Locality,Repository,license,rights_holder,recordId,references,visibility,type,format
PreservedSpecimen,Occurrence ID: d43cfc41-09ed-4ad0-980f-65b3ae281589,VTEC000004920,Thyris sepulchralis (Guerin-Meneville 1832),L. M. Los (recorded by),1981-05-24,1981-05-24,1981/05/24,habitat: On vegetation||lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Near Pandapas Pond,37.281354,-80.467988,37.281354||-80.467988,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:d43cfc41-09ed-4ad0-980f-65b3ae281589,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393067,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: f711765c-e60c-4752-84cf-ff4a36ff694e,VTEC000004921,Desmia,M. Parrella (recorded by),1976-04-20,1976-04-20,1976/04/20,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States","Prices Fork, Q Lab",37.20985,-80.490054,37.20985||-80.490054,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:f711765c-e60c-4752-84cf-ff4a36ff694e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393098,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: e5edfee0-e051-468f-b433-c0fcb94d4bfb,VTEC000004922,Diaphania nitidalis ((Stoll)),Fairservice (recorded by),1978-06-05,1978-06-05,1978/06/05,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Christiansburg,37.131221,-80.397953,37.131221||-80.397953,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:e5edfee0-e051-468f-b433-c0fcb94d4bfb,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393177,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: b839dca3-b166-41a9-a806-fcf455457187,VTEC000004923,Oreta rosea,A. F. Beck (recorded by),1978-05-31,1978-05-31,1978/05/31,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Blacksburg,37.229573,-80.413939,37.229573||-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:b839dca3-b166-41a9-a806-fcf455457187,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393200,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 61bc53e6-ee9d-47d6-ba7a-f96ddf658160,VTEC000004924,Mellilla xanthometata ((Walker)),C. V. Covell Jr. (recorded by),1977-05-26,1977-05-26,1977/05/26,lifeStage: Adult||preparations: pinned specimen,"Oldham, Kentucky, United States",Horner Bird Sanctuary,38.344708,-85.528845,38.344708||-85.528845,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:61bc53e6-ee9d-47d6-ba7a-f96ddf658160,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393207,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 8a2e4e2c-ee0a-466c-b267-c5c1695494e0,VTEC000004925,"Digrammia ocellinata ((Guenée, [1858]))",G. B. Straley (recorded by),1967-06-01,1967-06-01,1967/06/01,lifeStage: Adult||preparations: pinned specimen,"Giles, Virginia, United States",Eggleston,37.287347,-80.618674,37.287347||-80.618674,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:8a2e4e2c-ee0a-466c-b267-c5c1695494e0,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393236,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 307f68fb-4983-4bc0-8bb9-20362e7e0884,VTEC000004926,Nemoria,P. A. Gati (recorded by),1967-04-03,1967-04-03,1967/04/03,lifeStage: Adult||preparations: pinned specimen,"Suffolk, Virginia, United States",Nansemond Co.,36.733483,-76.612174,36.733483||-76.612174,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:307f68fb-4983-4bc0-8bb9-20362e7e0884,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393242,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 04b6bda5-8c1d-44d5-b43f-6c077f2cc95e,VTEC000004927,Haematopis grataria ((Fabricius)),T. X. Lin (recorded by),1986-07-27,1986-07-27,1986/07/27,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",0,37.160134,-80.401153,37.160134||-80.401153,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:04b6bda5-8c1d-44d5-b43f-6c077f2cc95e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393258,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 7e04febb-5a8a-480f-a501-3f68da767625,VTEC000004928,"Rheumaptera undulata ((Linnaeus, 1758))",Guthrie (recorded by),1963-05-19,1963-05-19,1963/05/19,lifeStage: Adult||preparations: pinned specimen,"Giles, Virginia, United States",0,37.310382,-80.709198,37.310382||-80.709198,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:7e04febb-5a8a-480f-a501-3f68da767625,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393260,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 0f15c5e0-32cf-4a97-bfed-d454c57b3126,VTEC000004929,"Hermetia (Latreille, 1804)",B. Kondratieff (recorded by),1976-08-17,1976-08-17,1976/08/17,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",0,37.159039,-80.401153,37.159039||-80.401153,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:0f15c5e0-32cf-4a97-bfed-d454c57b3126,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393264,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 64e8b9e5-a6d5-4898-b2eb-d3775b710363,VTEC000004930,"Ptecticus trivittatus ((Say, 1829))",G. Anderson (recorded by),1978-07-30,1978-07-30,1978/07/30,habitat: Grass||lifeStage: Adult||preparations: pinned specimen,"Washington, Virginia, United States",Cleveland community,36.613649,-82.034578,36.613649||-82.034578,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:64e8b9e5-a6d5-4898-b2eb-d3775b710363,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393267,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 414654dc-909b-4209-916c-c21d9cf1209b,VTEC000004931,"Sargus decorus (Say, 1824)",J. A. Vaughan (recorded by),1981-09-30,1981-09-30,1981/09/30,habitat: Screen door||lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Price's Fork Lab,37.211574,-80.489471,37.211574||-80.489471,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:414654dc-909b-4209-916c-c21d9cf1209b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393278,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 05eb2d46-47da-43ad-b6bc-ee8db5249c5e,VTEC000004932,Automeris io ((Fabricius)),S. W. Bullington (recorded by),1975-06-14,1975-06-14,1975/06/14,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States","Rte 624, Brush Mt.",37.299008,-80.340057,37.299008||-80.340057,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:05eb2d46-47da-43ad-b6bc-ee8db5249c5e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393292,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 4e8cbbf1-3d58-4e0b-8ea2-824902420ed8,VTEC000004933,Lethe anthedon ((Clark 1936)),C. V. Covell (recorded by),1961-08-05,1961-08-05,1961/08/05,lifeStage: Adult||preparations: pinned specimen,"Jessamine, Kentucky, United States",Wilmore,37.862023,-84.66161,37.862023||-84.66161,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:4e8cbbf1-3d58-4e0b-8ea2-824902420ed8,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47977942,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: f6136b3e-d971-4711-959f-583b6f2bd6c4,VTEC000004934,"Callicore lyca aegina ((C. & R. Felder, 1861))",A.G. Weeks (recorded by),1899-08-25,1899-08-25,1899/08/25,,Bolivia,5 days north from Cochabamba,-17.5,-65.666667,-17.5||-65.666667,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:f6136b3e-d971-4711-959f-583b6f2bd6c4,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47977279,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: f13ec334-6c44-4bbe-a496-4a9d950c83c3,VTEC000004935,Lethe creola ((Skinner 1897)),,1898-08-19,1898-08-19,1898/08/19,lifeStage: Adult||preparations: pinned specimen,"Clarendon, South Carolina, United States",0,33.702191,-80.204913,33.702191||-80.204913,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:f13ec334-6c44-4bbe-a496-4a9d950c83c3,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47977966,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 2f47bc0d-39d1-4558-af16-e0d67c2ecec0,VTEC000004936,Lethe eurydice ((Linnaeus 1763)),,1948-07-05,1948-07-05,1948/07/05,lifeStage: Adult||preparations: pinned specimen,"Waukesha, Wisconsin, United States",Oconomowoc,43.111673,-88.499266,43.111673||-88.499266,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:2f47bc0d-39d1-4558-af16-e0d67c2ecec0,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47977974,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: fe7c973b-edba-4d6c-a79d-077adc85005c,VTEC000004941,Lethe eurydice ((Linnaeus 1763)),W. E. Sieker (recorded by),1950-07-04,1950-07-04,1950/07/04,lifeStage: Adult||preparations: pinned specimen,"Iowa, Wisconsin, United States",Dodgeville,42.960274,-90.130124,42.960274||-90.130124,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:fe7c973b-edba-4d6c-a79d-077adc85005c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47977984,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 693ee3be-e1a6-4093-a3ee-1d9e13c51016,VTEC000004942,Lethe portlandia ((Fabricius 1781)),John Evans (recorded by),1975-06-09,1975-06-09,1975/06/09,lifeStage: Adult||preparations: pinned specimen,"Chesapeake, Virginia, United States",0,36.768209,-76.287493,36.768209||-76.287493,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:693ee3be-e1a6-4093-a3ee-1d9e13c51016,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978019,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 80f233d6-c91c-49c8-8bae-1af0ac1ed7bd,VTEC000004943,Lethe portlandia ((Fabricius 1781)),F. H. Chermock (recorded by),1950-08-12,1950-08-12,1950/08/12,lifeStage: Adult||sex: Male||preparations: pinned specimen,"Tuscaloosa, Alabama, United States",Northport,33.229007,-87.577229,33.229007||-87.577229,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:80f233d6-c91c-49c8-8bae-1af0ac1ed7bd,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978022,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 56a363bd-bd7b-4971-b798-7cdb661665cd,VTEC000004944,Lethe anthedon ((Clark 1936)),C. V. Covell (recorded by),1961-08-05,1961-08-05,1961/08/05,lifeStage: Adult||preparations: pinned specimen,"Jessamine, Kentucky, United States",Wilmore,37.862023,-84.66161,37.862023||-84.66161,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:56a363bd-bd7b-4971-b798-7cdb661665cd,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978030,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: fcc4c64c-93c3-405f-898c-5096a87a8a98,VTEC000004945,Lethe anthedon ((Clark 1936)),C. V. Covell (recorded by),1961-08-05,1961-08-05,1961/08/05,lifeStage: Adult||preparations: pinned specimen,"Jessamine, Kentucky, United States",Wilmore,37.862023,-84.66161,37.862023||-84.66161,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:fcc4c64c-93c3-405f-898c-5096a87a8a98,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978035,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: b578b149-1de4-40dc-93a6-abd0b684bb2f,VTEC000004946,Lethe anthedon ((Clark 1936)),C. V. Covell (recorded by),1961-08-05,1961-08-05,1961/08/05,lifeStage: Adult||preparations: pinned specimen,"Jessamine, Kentucky, United States",Wilmore,37.862023,-84.66161,37.862023||-84.66161,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:b578b149-1de4-40dc-93a6-abd0b684bb2f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978039,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: bbd7774c-9e44-44e5-9441-b23c5bb87d56,VTEC000004947,Lethe anthedon ((Clark 1936)),C. V. Covell (recorded by),1961-08-05,1961-08-05,1961/08/05,lifeStage: Adult||preparations: pinned specimen,"Jessamine, Kentucky, United States",Wilmore,37.862023,-84.66161,37.862023||-84.66161,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:bbd7774c-9e44-44e5-9441-b23c5bb87d56,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978042,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: d187327d-7bfd-4631-8810-bde5d932aff1,VTEC000004948,Lethe anthedon ((Clark 1936)),C. V. Covell (recorded by),1961-08-05,1961-08-05,1961/08/05,lifeStage: Adult||preparations: pinned specimen,"Mercer, Kentucky, United States",Shakertown,37.818967,-84.739947,37.818967||-84.739947,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:d187327d-7bfd-4631-8810-bde5d932aff1,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978054,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 960ac7ca-e313-43bb-bc5e-a7bb47117f5a,VTEC000004949,Lethe anthedon ((Clark 1936)),C. V. Covell (recorded by),1961-08-05,1961-08-05,1961/08/05,lifeStage: Adult||preparations: pinned specimen,"Mercer, Kentucky, United States",Shakertown,37.818967,-84.739947,37.818967||-84.739947,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:960ac7ca-e313-43bb-bc5e-a7bb47117f5a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978059,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: d0902eca-46bf-42fa-b107-20e78064b3e9,VTEC000004950,Lethe anthedon ((Clark 1936)),C. V. Covell (recorded by),1961-08-05,1961-08-05,1961/08/05,lifeStage: Adult||preparations: pinned specimen,"Jessamine, Kentucky, United States",Wilmore,37.862023,-84.66161,37.862023||-84.66161,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:d0902eca-46bf-42fa-b107-20e78064b3e9,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978066,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 6ee1125a-641b-4389-a775-2414ea1ed392,VTEC000004951,Lethe anthedon ((Clark 1936)),C. V. Covell (recorded by),1961-08-05,1961-08-05,1961/08/05,lifeStage: Adult||preparations: pinned specimen,"Mercer, Kentucky, United States",Shakertown,37.818967,-84.739947,37.818967||-84.739947,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:6ee1125a-641b-4389-a775-2414ea1ed392,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978072,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 9fb45a28-9ca9-4f76-9d95-078926b32b2b,VTEC000004952,Lethe appalachia (Chermock 1947),C. V. Covell (recorded by),1961-07-31,1961-07-31,1961/07/31,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Poverty Hollow,37.249476,-80.52743,37.249476||-80.52743,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:9fb45a28-9ca9-4f76-9d95-078926b32b2b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978076,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 22b18d5c-76c5-46b0-966e-de2d93d4aa72,VTEC000004953,Lethe appalachia (Chermock 1947),C. V. Covell (recorded by),1961-07-19,1961-07-19,1961/07/19,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Poverty Hollow,37.249476,-80.52743,37.249476||-80.52743,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:22b18d5c-76c5-46b0-966e-de2d93d4aa72,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978116,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 35d587bf-92da-4cf2-a340-0d1a2f8ffd3f,VTEC000004954,Lethe appalachia (Chermock 1947),C. V. Covell (recorded by),1961-08-19,1961-08-19,1961/08/19,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Poverty Hollow,37.249476,-80.52743,37.249476||-80.52743,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:35d587bf-92da-4cf2-a340-0d1a2f8ffd3f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978124,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 77296d28-0bae-4e6f-b90c-1d7f92faab69,VTEC000004955,Lethe appalachia (Chermock 1947),C. V. Covell (recorded by),1960-07-21,1960-07-21,1960/07/21,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Poverty Hollow,37.249476,-80.52743,37.249476||-80.52743,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:77296d28-0bae-4e6f-b90c-1d7f92faab69,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978133,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: a375bd5f-2bac-4eb2-bc87-b3bc4f301561,VTEC000004956,Lethe appalachia (Chermock 1947),,1953-07-12,1953-07-12,1953/07/12,lifeStage: Adult||sex: Male||preparations: pinned specimen,"DeKalb, Georgia, United States",Oglethorpe University,33.87639,-84.335068,33.87639||-84.335068,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:a375bd5f-2bac-4eb2-bc87-b3bc4f301561,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978142,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: caed69c7-bd0a-4522-bd12-98fa66a4ec39,VTEC000004957,"Megisto cymela ((Cramer, 1777))",C. V. Covell (recorded by),1959-06-16,1959-06-16,1959/06/16,lifeStage: Adult||preparations: pinned specimen,"Suffolk, Virginia, United States",0,36.728205,-76.583562,36.728205||-76.583562,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:caed69c7-bd0a-4522-bd12-98fa66a4ec39,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978148,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: f28d5564-dde4-475e-a29c-78b4046007e3,VTEC000004958,"Megisto cymela ((Cramer, 1777))",C. V. Covell (recorded by),1959-05-16,1959-05-16,1959/05/16,lifeStage: Adult||preparations: pinned specimen,"Suffolk, Virginia, United States",0,36.728205,-76.583562,36.728205||-76.583562,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:f28d5564-dde4-475e-a29c-78b4046007e3,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978161,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: cfda60ff-9b39-4c1d-9973-3792536c52a6,VTEC000004959,"Megisto cymela ((Cramer, 1777))",C. J. Dempwolf (recorded by),1960-07-03,1960-07-03,1960/07/03,lifeStage: Adult||preparations: pinned specimen,"Sussex, New Jersey, United States",Springdale,41.020375,-74.769054,41.020375||-74.769054,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:cfda60ff-9b39-4c1d-9973-3792536c52a6,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978168,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: d637f542-b0fb-42d9-9b45-0f49bde6a39a,VTEC000004960,"Megisto cymela ((Cramer, 1777))",D. J. Pirone (recorded by),1960-07-03,1960-07-03,1960/07/03,lifeStage: Adult||preparations: pinned specimen,"Bronx, New York, United States",New York City,40.869121,-73.874276,40.869121||-73.874276,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:d637f542-b0fb-42d9-9b45-0f49bde6a39a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978173,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 7d335fa7-9aa3-4e67-9e50-2c84d7bb128a,VTEC000004967,"Megisto cymela ((Cramer, 1777))",C. V. Covell (recorded by),1955-06-09,1955-06-09,1955/06/09,lifeStage: Adult||preparations: pinned specimen,"Southern Pines, Moore, North Carolina, United States",Southern Pines,35.17389,-79.3925,35.17389||-79.3925,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:7d335fa7-9aa3-4e67-9e50-2c84d7bb128a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978177,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 01e818f7-cab7-47d6-a288-fa39c9f9ff56,VTEC000004968,"Megisto cymela ((Cramer, 1777))",,1899-05-22,1899-05-22,1899/05/22,lifeStage: Adult||preparations: pinned specimen,United States,0,0.0,0.0,0||0,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:01e818f7-cab7-47d6-a288-fa39c9f9ff56,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978180,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: c155f51c-bd3a-435c-8db5-b8ccc0f42f83,VTEC000004970,"Megisto cymela ((Cramer, 1777))",C. V. Covell (recorded by),1960-07-07,1960-07-07,1960/07/07,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Brush Mountain area,37.28093,-80.44341,37.28093||-80.44341,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:c155f51c-bd3a-435c-8db5-b8ccc0f42f83,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978181,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 6d359894-a24a-401b-947d-48784e3007a1,VTEC000004971,"Megisto cymela ((Cramer, 1777))",G. Straley (recorded by),1966-05-21,1966-05-21,1966/05/21,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Price's Fork,37.209742,-80.49026,37.209742||-80.49026,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:6d359894-a24a-401b-947d-48784e3007a1,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978186,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 64270217-bd6d-49bf-985c-fb672ed6da20,VTEC000004972,"Megisto cymela ((Cramer, 1777))",C. V. Covell (recorded by),1960-05-21,1960-05-21,1960/05/21,lifeStage: Adult||preparations: pinned specimen,"Suffolk, Virginia, United States",Jericho Ditch near Suffolk,36.716143,-76.527932,36.716143||-76.527932,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:64270217-bd6d-49bf-985c-fb672ed6da20,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978337,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 64e07c32-382b-4f2f-93b8-65878ab89493,VTEC000004973,"Megisto cymela ((Cramer, 1777))",C. J. Dempwolf (recorded by),1960-05-21,1960-05-21,1960/05/21,lifeStage: Adult||preparations: pinned specimen,"Somerset, New Jersey, United States",Pluckemin,40.645658,-74.639048,40.645658||-74.639048,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:64e07c32-382b-4f2f-93b8-65878ab89493,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978353,True,still image,image/tiff
