basis_of_record,other_identifier,identifier,title,contributor,date,display_date,start_date,description,spatial,locality,decimalLatitude,decimalLongitude,Locality,Repository,license,rights_holder,recordId,references,visibility,type,format
PreservedSpecimen,Occurrence ID: e008564f-3744-44bf-81e5-414b10a257cd,VTEC000004876,"Stenosphenus notatus ((Olivier, 1795))",Barry Lee Bressler (recorded by),1980-06-02,1980-06-02,1980/06/02,lifeStage: Adult||preparations: pinned specimen,"Stafford, Virginia, United States",0,38.414949,-77.451546,38.414949||-77.451546,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:e008564f-3744-44bf-81e5-414b10a257cd,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391705,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 077c6302-155f-401b-8cf9-ce6d7d1ac10e,VTEC000004877,"Batyle suturalis ((Say, 1823))",Barry Lee Bressler (recorded by),1981-07-13,1981-07-13,1981/07/13,habitat: Daisy||lifeStage: Adult||preparations: pinned specimen,"Stafford, Virginia, United States",Ferry Farm,38.293184,-77.437484,38.293184||-77.437484,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:077c6302-155f-401b-8cf9-ce6d7d1ac10e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391706,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 8ee28240-9139-4fbe-b946-5ba243430775,VTEC000004878,"Tylonotus bimaculatus ((Haldeman, 1847))",Barry Lee Bressler (recorded by),2008-06-09,2008-06-09,2008/06/09,lifeStage: Adult||preparations: pinned specimen,"Stafford, Virginia, United States",Ferry Farm,38.293184,-77.437484,38.293184||-77.437484,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:8ee28240-9139-4fbe-b946-5ba243430775,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391707,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: c5bc9f5d-cf1d-48d4-a0a1-131bcc9ebf56,VTEC000004879,Semanotus ligneus ((Fabricius)),B. Trent (recorded by),1976-01-12,1976-01-12,1976/01/12,habitat: In house||lifeStage: Adult||preparations: pinned specimen,"Salem, Virginia, United States",0,37.293468,-80.054763,37.293468||-80.054763,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:c5bc9f5d-cf1d-48d4-a0a1-131bcc9ebf56,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391721,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: ccb36245-dc26-4daa-bd9b-4643ea481150,VTEC000004880,"Megacyllene robiniae ((Forster, 1771))",Barry Lee Bressler (recorded by),1980-09-01,1980-09-01,1980/09/01,lifeStage: Adult||preparations: pinned specimen,"Stafford, Virginia, United States",0,38.414949,-77.451546,38.414949||-77.451546,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:ccb36245-dc26-4daa-bd9b-4643ea481150,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391752,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 21becda9-1024-4d98-a4ad-3a6ad1e75d8f,VTEC000004881,"Megacyllene caryae ((Gahan, 1908))",Fairservice (recorded by),1979-04-08,1979-04-08,1979/04/08,habitat: Yard||lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Christiansburg,37.130399,-80.396236,37.130399||-80.396236,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:21becda9-1024-4d98-a4ad-3a6ad1e75d8f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391761,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 58b1e821-b5ff-4b73-9da4-92867bb71e56,VTEC000004882,Clytus ruricola ((Olivier)),B. Kondratieff (recorded by),1978-05-31,1978-05-31,1978/05/31,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States","Rt 621, off 460",37.302387,-80.431235,37.302387||-80.431235,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:58b1e821-b5ff-4b73-9da4-92867bb71e56,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391769,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: b1c9ef69-1ee1-4203-aa3b-4edd3f0bfe2e,VTEC000004883,Neoclytus scutellaris ((Olivier)),G. Bakowski (recorded by),1964-08-02,1964-08-02,1964/08/02,lifeStage: Adult||preparations: pinned specimen,"Frederick, Virginia, United States",Winchester,39.18566,-78.163334,39.18566||-78.163334,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:b1c9ef69-1ee1-4203-aa3b-4edd3f0bfe2e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391778,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: e67042eb-6f37-4f2e-b313-7d8aab96b646,VTEC000004884,Neoclytus cordifer ((Klug)),J. A. Vayghan (recorded by),1981-12-31,1981-12-31,1981/12/31,lifeStage: Adult||preparations: pinned specimen,"Monroe, Florida, United States",Key Largo,25.102061,-80.43183,25.102061||-80.43183,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:e67042eb-6f37-4f2e-b313-7d8aab96b646,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391783,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 8cf408f8-8a33-4798-a476-d3521fddc1db,VTEC000004885,"Cyrtophorus verrucosus ((Olivier, 1795))",Barry Lee Bressler (recorded by),1980-05-04,1980-05-04,1980/05/04,habitat: Dogwood||lifeStage: Adult||preparations: pinned specimen,"Stafford, Virginia, United States",0,38.414949,-77.451546,38.414949||-77.451546,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:8cf408f8-8a33-4798-a476-d3521fddc1db,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391793,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 44eabf3f-29a6-4f7f-b476-2999dfc9d6e9,VTEC000004886,"Euderces pini ((Olivier, 1795))",Barry Lee Bressler (recorded by),1975-06-22,1975-06-22,1975/06/22,lifeStage: Adult||preparations: pinned specimen,"Albemarle, Virginia, United States",Charlottesville,38.035888,-78.487868,38.035888||-78.487868,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:44eabf3f-29a6-4f7f-b476-2999dfc9d6e9,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391798,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 1ee5edc9-ad9a-49c2-880b-2790f35890ad,VTEC000004887,"Saperda tridentata ((Olivier, 1795))",Barry Lee Bressler (recorded by),1981-05-26,1981-05-26,1981/05/26,lifeStage: Adult||preparations: pinned specimen,"Stafford, Virginia, United States",Ferry Farm,38.293184,-77.437484,38.293184||-77.437484,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:1ee5edc9-ad9a-49c2-880b-2790f35890ad,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391804,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 531d1964-943f-4ac1-bec1-b12e00c5c485,VTEC000004888,Oberea ruficollis,S. W. Bullington (recorded by),1975-07-27,1975-07-27,1975/07/27,habitat: blackberry bush||lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States","Brush Mtn. St., Rt. 624, 14-10 Meadowbrook Rd.",37.344344,-80.255379,37.344344||-80.255379,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:531d1964-943f-4ac1-bec1-b12e00c5c485,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391812,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 655ebebd-d9bc-4050-b626-bbd36cbf671c,VTEC000004889,"Tetraopes tetrophthalmus ((Forster, 1771))",B. L. Bressler (recorded by),1976-07-03,1976-07-03,1976/07/03,lifeStage: Adult||preparations: pinned specimen,"Sevier, Tennessee, United States",Gatlinburg,35.721228,-83.496774,35.721228||-83.496774,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:655ebebd-d9bc-4050-b626-bbd36cbf671c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392131,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 8817e612-72d3-4c32-9a1f-026f8998abe2,VTEC000004890,Labidomera clivicollis,,,,,lifeStage: Adult||preparations: pinned specimen,"Illinois, United States",0,0.0,0.0,0||0,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:8817e612-72d3-4c32-9a1f-026f8998abe2,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392132,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 97e2d76a-cde1-4930-a48f-e1f593db36bb,VTEC000004891,"Libytheana carinenta ((Cramer, 1777))",Covell (recorded by),1960-06-22,1960-06-22,1960/06/22,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States","Prices Fork, Blacksburg",37.20985,-80.490054,37.20985||-80.490054,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:97e2d76a-cde1-4930-a48f-e1f593db36bb,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392738,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 35759102-9c31-43f3-823d-052c1e5f1928,VTEC000004892,"Calephelis borealis ((Grote & Robinson, 1866))",A. H. Showalter (recorded by),1972-07-08,1972-07-08,1972/07/08,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",0,37.1667,-80.3833,37.1667||-80.3833,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:35759102-9c31-43f3-823d-052c1e5f1928,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392740,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 84133623-b4f4-491b-ad20-19c6f8b721ae,VTEC000004893,"Poanes viator ((Edwards, 1865))",G. B. Straley (recorded by),1969-12-21,1969-12-21,1969/12/21,lifeStage: Adult||preparations: pinned specimen,"Currituck, North Carolina, United States",Knotts Is.,36.523273,-75.941519,36.523273||-75.941519,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:84133623-b4f4-491b-ad20-19c6f8b721ae,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392742,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 6d47a859-77a5-4726-b772-f84cd758149c,VTEC000004894,"Anatrytone logan ((Edwards, 1863))",C. V. Covell (recorded by),1963-03-24,1963-03-24,1963/03/24,lifeStage: Adult||preparations: pinned specimen,"Miami-Dade, Florida, United States",Florida City,25.44789,-80.479224,25.44789||-80.479224,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:6d47a859-77a5-4726-b772-f84cd758149c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392743,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: daef760b-fa0b-47f2-b707-869f60bd831f,VTEC000004895,"Amblyscirtes hegon ((Scudder, 1864))",A. H. Showalter (recorded by),1974-04-20,1974-04-20,1974/04/20,lifeStage: Adult||sex: Male||preparations: pinned specimen,"Giles, Virginia, United States",0,37.313659,-80.699585,37.313659||-80.699585,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:daef760b-fa0b-47f2-b707-869f60bd831f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392746,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: f2b7f082-5310-4c7b-a5a1-80f60b858724,VTEC000004896,"Leptophobia caesia tenuicornis (Butler & Druce, 1872)",M. Kosztarab (recorded by),1970-02-19,1970-02-19,1970/02/19,lifeStage: Adult||preparations: pinned specimen,"Puntarenas, Costa Rica","Las Cruces, near San Vito; 8.791289 -82.955711",8.784549,-82.95851,8.784549||-82.95851,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:f2b7f082-5310-4c7b-a5a1-80f60b858724,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392755,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 338e8424-3787-4bdf-8764-7abced2c6795,VTEC000004897,"Archonias brassolis approximata ((Butler, 1873))",M. Kosztarab (recorded by),1970-02-18,1970-02-18,1970/02/18,lifeStage: Adult||preparations: pinned specimen,"Puntarenas, Costa Rica","Las Cruces, near San Vito",8.783909,-82.959058,8.783909||-82.959058,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:338e8424-3787-4bdf-8764-7abced2c6795,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392760,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 1b13bda0-1133-4e28-a1a9-d25c04334a7a,VTEC000004898,"Colias eurytheme (Boisduval, 1852)",P. J. Sieburth (recorded by),1978-08-20,1978-08-20,1978/08/20,habitat: White clover||lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States","Linkous Elementary School, Blacksburg",37.236911,-80.425015,37.236911||-80.425015,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:1b13bda0-1133-4e28-a1a9-d25c04334a7a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392762,True,still image,image/tiff
